,date,stock_code,prev,open,high,low,close,change
866,05 Jan 2024,UNVR,3520,3540,3580,3520,3520,0
4,08 Jan 2024,ACES,750,750,755,730,735,-15
37,08 Jan 2024,AMRT,2790,2790,2820,2790,2800,10
60,08 Jan 2024,ASII,5625,5625,5675,5550,5575,-50
363,08 Jan 2024,HRUM,1375,1380,1410,1375,1380,5
396,08 Jan 2024,INKP,8375,8375,8450,8125,8125,-250
404,08 Jan 2024,INTP,9225,9225,9275,9175,9225,0
515,08 Jan 2024,MAPI,1795,1800,1810,1775,1775,-20
746,08 Jan 2024,SIDO,520,520,525,515,520,0
866,08 Jan 2024,UNTR,23250,23300,23525,23000,23025,-225
867,08 Jan 2024,UNVR,3520,3530,3560,3470,3480,-40
4,09 Jan 2024,ACES,735,745,765,725,765,30
37,09 Jan 2024,AMRT,2800,2810,2820,2730,2740,-60
60,09 Jan 2024,ASII,5575,5600,5600,5525,5575,0
363,09 Jan 2024,HRUM,1380,1380,1385,1340,1345,-35
396,09 Jan 2024,INKP,8125,8150,8225,8000,8000,-125
404,09 Jan 2024,INTP,9225,0,9250,9150,9150,-75
515,09 Jan 2024,MAPI,1775,1780,1895,1780,1855,80
747,09 Jan 2024,SIDO,520,520,525,515,520,0
867,09 Jan 2024,UNTR,23025,23200,23350,23025,23100,75
868,09 Jan 2024,UNVR,3480,3480,3490,3420,3430,-50
4,10 Jan 2024,ACES,765,765,780,755,770,5
37,10 Jan 2024,AMRT,2740,2780,2790,2710,2750,10
60,10 Jan 2024,ASII,5575,5500,5575,5450,5525,-50
363,10 Jan 2024,HRUM,1345,1360,1380,1355,1360,15
396,10 Jan 2024,INKP,8000,7950,8225,7950,8000,0
404,10 Jan 2024,INTP,9150,9150,9250,9150,9150,0
515,10 Jan 2024,MAPI,1855,1855,1925,1845,1855,0
748,10 Jan 2024,SIDO,520,520,525,515,525,5
869,10 Jan 2024,UNTR,23100,23100,23450,23100,23300,200
870,10 Jan 2024,UNVR,3430,3430,3480,3410,3410,-20
4,10 Jan 2024,ACES,765,765,780,755,770,5
37,10 Jan 2024,AMRT,2740,2780,2790,2710,2750,10
60,10 Jan 2024,ASII,5575,5500,5575,5450,5525,-50
363,10 Jan 2024,HRUM,1345,1360,1380,1355,1360,15
396,10 Jan 2024,INKP,8000,7950,8225,7950,8000,0
404,10 Jan 2024,INTP,9150,9150,9250,9150,9150,0
515,10 Jan 2024,MAPI,1855,1855,1925,1845,1855,0
748,10 Jan 2024,SIDO,520,520,525,515,525,5
869,10 Jan 2024,UNTR,23100,23100,23450,23100,23300,200
870,10 Jan 2024,UNVR,3430,3430,3480,3410,3410,-20
4,11 Jan 2024,ACES,770,770,815,765,810,40
38,11 Jan 2024,AMRT,2750,2790,2790,2710,2710,-40
61,11 Jan 2024,ASII,5525,5550,5625,5525,5550,25
364,11 Jan 2024,HRUM,1360,1350,1360,1340,1345,-15
397,11 Jan 2024,INKP,8000,8000,8150,8000,8050,50
405,11 Jan 2024,INTP,9150,9225,9350,9200,9300,150
517,11 Jan 2024,MAPI,1855,1860,1870,1830,1845,-10
750,11 Jan 2024,SIDO,525,520,525,515,520,-5
871,11 Jan 2024,UNTR,23300,23350,23450,23250,23300,0
872,11 Jan 2024,UNVR,3410,3450,3450,3410,3410,0
4,12 Jan 2024,ACES,810,810,815,790,810,0
38,12 Jan 2024,AMRT,2710,2710,2710,2610,2640,-70
61,12 Jan 2024,ASII,5550,5550,5625,5550,5600,50
364,12 Jan 2024,HRUM,1345,1345,1360,1330,1350,5
397,12 Jan 2024,INKP,8050,8075,8150,8050,8100,50
405,12 Jan 2024,INTP,9300,9350,9350,9250,9275,-25
517,12 Jan 2024,MAPI,1845,1845,1855,1815,1820,-25
750,12 Jan 2024,SIDO,520,520,525,515,520,0
871,12 Jan 2024,UNTR,23300,23350,23925,23325,23900,600
872,12 Jan 2024,UNVR,3410,3430,3480,3410,3470,60
4,15 Jan 2024,ACES,810,810,815,795,810,0
38,15 Jan 2024,AMRT,2640,2640,2650,2570,2630,-10
61,15 Jan 2024,ASII,5600,5600,5625,5500,5525,-75
364,15 Jan 2024,HRUM,1350,1360,1375,1335,1340,-10
397,15 Jan 2024,INKP,8100,8100,8175,8075,8175,75
405,15 Jan 2024,INTP,9275,9275,9275,9150,9150,-125
517,15 Jan 2024,MAPI,1820,1830,1920,1825,1905,85
750,15 Jan 2024,SIDO,520,525,530,515,525,5
871,15 Jan 2024,UNTR,23900,23900,24750,23900,24725,825
872,15 Jan 2024,UNVR,3470,3470,3480,3430,3430,-40
4,16 Jan 2024,ACES,810,810,815,800,810,0
38,16 Jan 2024,AMRT,2630,2640,2700,2630,2670,40
61,16 Jan 2024,ASII,5525,5525,5525,5475,5500,-25
364,16 Jan 2024,HRUM,1340,1340,1350,1330,1335,-5
397,16 Jan 2024,INKP,8175,8150,8225,8075,8100,-75
405,16 Jan 2024,INTP,9150,9225,9325,9175,9275,125
517,16 Jan 2024,MAPI,1905,1920,1995,1920,1940,35
749,16 Jan 2024,SIDO,525,520,525,520,525,0
870,16 Jan 2024,UNTR,24725,24750,24800,24375,24600,-125
871,16 Jan 2024,UNVR,3430,3430,3470,3410,3410,-20
4,17 Jan 2024,ACES,810,810,810,790,800,-10
38,17 Jan 2024,AMRT,2670,2670,2680,2630,2650,-20
61,17 Jan 2024,ASII,5500,5500,5525,5350,5400,-100
364,17 Jan 2024,HRUM,1335,1340,1345,1310,1325,-10
397,17 Jan 2024,INKP,8100,8100,8125,7925,7975,-125
405,17 Jan 2024,INTP,9275,9300,9300,9150,9175,-100
517,17 Jan 2024,MAPI,1940,1940,1965,1885,1900,-40
749,17 Jan 2024,SIDO,525,525,530,520,520,-5
870,17 Jan 2024,UNTR,24600,25000,25000,24200,24225,-375
871,17 Jan 2024,UNVR,3410,3440,3440,3310,3320,-90
4,18 Jan 2024,ACES,800,800,805,790,800,0
38,18 Jan 2024,AMRT,2650,2650,2680,2650,2650,0
61,18 Jan 2024,ASII,5400,5400,5400,5325,5375,-25
365,18 Jan 2024,HRUM,1325,1320,1330,1310,1310,-15
398,18 Jan 2024,INKP,7975,7975,8050,7975,7975,0
406,18 Jan 2024,INTP,9175,9175,9250,9150,9150,-25
518,18 Jan 2024,MAPI,1900,1900,1945,1890,1920,20
750,18 Jan 2024,SIDO,520,520,530,520,520,0
871,18 Jan 2024,UNTR,24225,24225,24550,24050,24100,-125
872,18 Jan 2024,UNVR,3320,3330,3340,3290,3300,-20
4,19 Jan 2024,ACES,800,800,810,780,800,0
38,19 Jan 2024,AMRT,2650,2670,2700,2640,2640,-10
61,19 Jan 2024,ASII,5375,5375,5400,5300,5350,-25
365,19 Jan 2024,HRUM,1310,1315,1330,1300,1315,5
398,19 Jan 2024,INKP,7975,8050,8050,7900,8000,25
406,19 Jan 2024,INTP,9150,9225,9225,9125,9175,25
518,19 Jan 2024,MAPI,1920,1920,1960,1905,1945,25
750,19 Jan 2024,SIDO,520,520,520,515,515,-5
871,19 Jan 2024,UNTR,24100,24200,24300,23825,24075,-25
872,19 Jan 2024,UNVR,3300,3300,3300,3210,3240,-60
4,22 Jan 2024,ACES,800,800,815,790,810,10
38,22 Jan 2024,AMRT,2640,2670,2700,2640,2680,40
61,22 Jan 2024,ASII,5350,5350,5425,5225,5225,-125
365,22 Jan 2024,HRUM,1315,1315,1320,1275,1285,-30
398,22 Jan 2024,INKP,8000,8050,8050,7800,7925,-75
406,22 Jan 2024,INTP,9175,9150,9175,9000,9000,-175
518,22 Jan 2024,MAPI,1945,1950,2030,1930,1970,25
750,22 Jan 2024,SIDO,515,520,525,515,515,0
871,22 Jan 2024,UNTR,24075,24075,24075,23225,23250,-825
872,22 Jan 2024,UNVR,3240,3220,3240,3120,3120,-120
4,23 Jan 2024,ACES,810,815,825,805,825,15
38,23 Jan 2024,AMRT,2680,2700,2730,2650,2720,40
61,23 Jan 2024,ASII,5225,5150,5200,5075,5125,-100
365,23 Jan 2024,HRUM,1285,1285,1290,1225,1235,-50
398,23 Jan 2024,INKP,7925,7925,7950,7600,7675,-250
406,23 Jan 2024,INTP,9000,9000,9075,8925,9050,50
518,23 Jan 2024,MAPI,1970,1975,2030,1960,1995,25
750,23 Jan 2024,SIDO,515,515,520,500,500,-15
871,23 Jan 2024,UNTR,23250,23275,23425,22400,22700,-550
872,23 Jan 2024,UNVR,3120,3140,3200,3130,3180,60
4,24 Jan 2024,ACES,825,825,835,815,825,0
38,24 Jan 2024,AMRT,2720,2720,2720,2650,2670,-50
61,24 Jan 2024,ASII,5125,5150,5175,4980,5075,-50
365,24 Jan 2024,HRUM,1235,1235,1240,1135,1150,-85
398,24 Jan 2024,INKP,7675,7725,7875,7675,7775,100
406,24 Jan 2024,INTP,9050,9050,9225,8950,9225,175
518,24 Jan 2024,MAPI,1995,2000,2010,1985,1995,0
750,24 Jan 2024,SIDO,500,500,505,492,500,0
871,24 Jan 2024,UNTR,22700,22800,22850,22325,22550,-150
872,24 Jan 2024,UNVR,3180,3180,3220,3150,3200,20
4,25 Jan 2024,ACES,825,830,835,825,825,0
38,25 Jan 2024,AMRT,2670,2690,2700,2650,2670,0
61,25 Jan 2024,ASII,5075,5075,5150,5025,5050,-25
365,25 Jan 2024,HRUM,1150,1150,1215,1150,1180,30
398,25 Jan 2024,INKP,7775,7775,7775,7600,7600,-175
406,25 Jan 2024,INTP,9225,9175,9250,9075,9100,-125
518,25 Jan 2024,MAPI,1995,1990,1990,1925,1935,-60
750,25 Jan 2024,SIDO,500,500,510,498,505,5
871,25 Jan 2024,UNTR,22550,22475,23250,22475,23125,575
872,25 Jan 2024,UNVR,3200,3190,3200,3150,3160,-40
4,26 Jan 2024,ACES,825,825,835,810,820,-5
38,26 Jan 2024,AMRT,2670,2660,2670,2620,2630,-40
61,26 Jan 2024,ASII,5050,5050,5075,4990,5075,25
365,26 Jan 2024,HRUM,1180,1180,1185,1150,1155,-25
398,26 Jan 2024,INKP,7600,7600,7950,7600,7900,300
406,26 Jan 2024,INTP,9100,9375,9375,9100,9225,125
518,26 Jan 2024,MAPI,1935,1910,1915,1855,1875,-60
750,26 Jan 2024,SIDO,505,510,510,500,500,-5
871,26 Jan 2024,UNTR,23125,23150,23250,22925,22975,-150
872,26 Jan 2024,UNVR,3160,3160,3170,3130,3160,0
4,29 Jan 2024,ACES,820,820,835,815,835,15
38,29 Jan 2024,AMRT,2630,2640,2690,2620,2690,60
61,29 Jan 2024,ASII,5075,5075,5075,4910,4930,-145
365,29 Jan 2024,HRUM,1155,1155,1170,1120,1150,-5
398,29 Jan 2024,INKP,7900,7950,7950,7850,7900,0
406,29 Jan 2024,INTP,9225,9250,9250,9050,9075,-150
518,29 Jan 2024,MAPI,1875,1875,1915,1875,1900,25
750,29 Jan 2024,SIDO,500,500,510,498,505,5
871,29 Jan 2024,UNTR,22975,23025,23325,23025,23325,350
872,29 Jan 2024,UNVR,3160,3160,3160,3070,3080,-80
4,30 Jan 2024,ACES,835,835,835,820,830,-5
38,30 Jan 2024,AMRT,2690,2670,2680,2630,2650,-40
61,30 Jan 2024,ASII,4930,4920,5175,4900,5100,170
365,30 Jan 2024,HRUM,1150,1160,1270,1155,1200,50
398,30 Jan 2024,INKP,7900,7900,7900,7675,7700,-200
406,30 Jan 2024,INTP,9075,9150,9150,9050,9075,0
518,30 Jan 2024,MAPI,1900,1910,2030,1910,1970,70
750,30 Jan 2024,SIDO,505,505,510,500,505,0
872,30 Jan 2024,UNTR,23325,23325,23325,22800,22850,-475
873,30 Jan 2024,UNVR,3080,3080,3130,3010,3130,50
4,31 Jan 2024,ACES,830,830,850,825,850,20
38,31 Jan 2024,AMRT,2650,2660,2690,2630,2650,0
61,31 Jan 2024,ASII,5100,5125,5150,5050,5125,25
365,31 Jan 2024,HRUM,1200,1220,1230,1160,1175,-25
398,31 Jan 2024,INKP,7700,7725,7825,7650,7825,125
406,31 Jan 2024,INTP,9075,9075,9125,9025,9025,-50
518,31 Jan 2024,MAPI,1970,1990,2000,1955,1955,-15
750,31 Jan 2024,SIDO,505,505,510,505,510,5
872,31 Jan 2024,UNTR,22850,23025,23200,22875,22950,100
873,31 Jan 2024,UNVR,3130,3130,3150,3100,3100,-30
4,01 Feb 2024,ACES,850,850,865,835,855,5
38,01 Feb 2024,AMRT,2650,2650,2670,2640,2650,0
61,01 Feb 2024,ASII,5125,5100,5175,5075,5125,0
365,01 Feb 2024,HRUM,1175,1175,1205,1160,1190,15
398,01 Feb 2024,INKP,7825,7775,7800,7650,7700,-125
406,01 Feb 2024,INTP,9025,9025,9050,8925,8925,-100
518,01 Feb 2024,MAPI,1955,1960,1980,1930,1960,5
750,01 Feb 2024,SIDO,510,510,510,500,505,-5
872,01 Feb 2024,UNTR,22950,22925,23075,22575,22800,-150
873,01 Feb 2024,UNVR,3100,3100,3130,3090,3100,0
4,02 Feb 2024,ACES,855,855,855,810,820,-35
38,02 Feb 2024,AMRT,2650,2650,2670,2640,2650,0
61,02 Feb 2024,ASII,5125,5150,5325,5125,5325,200
365,02 Feb 2024,HRUM,1190,1195,1195,1155,1180,-10
398,02 Feb 2024,INKP,7700,7700,8200,7650,8125,425
406,02 Feb 2024,INTP,8925,8950,9000,8900,8925,0
518,02 Feb 2024,MAPI,1960,1965,1995,1965,1975,15
750,02 Feb 2024,SIDO,505,505,505,500,500,-5
872,02 Feb 2024,UNTR,22800,22850,22950,22725,22850,50
873,02 Feb 2024,UNVR,3100,3100,3200,3100,3170,70
4,05 Feb 2024,ACES,820,820,825,800,810,-10
38,05 Feb 2024,AMRT,2650,2650,2660,2600,2600,-50
61,05 Feb 2024,ASII,5325,5325,5350,5150,5175,-150
365,05 Feb 2024,HRUM,1180,1180,1185,1155,1155,-25
398,05 Feb 2024,INKP,8125,8150,8175,7900,7900,-225
406,05 Feb 2024,INTP,8925,8975,9025,8875,8900,-25
518,05 Feb 2024,MAPI,1975,1985,1995,1910,1930,-45
750,05 Feb 2024,SIDO,500,500,505,500,505,5
872,05 Feb 2024,UNTR,22850,22850,22925,22675,22675,-175
873,05 Feb 2024,UNVR,3170,3190,3240,3180,3200,30
4,06 Feb 2024,ACES,810,820,845,815,830,20
38,06 Feb 2024,AMRT,2600,2620,2640,2600,2600,0
61,06 Feb 2024,ASII,5175,5175,5275,5150,5250,75
365,06 Feb 2024,HRUM,1155,1160,1175,1125,1140,-15
398,06 Feb 2024,INKP,7900,7950,8075,7875,8000,100
406,06 Feb 2024,INTP,8900,8900,9125,8875,8950,50
518,06 Feb 2024,MAPI,1930,1930,1960,1925,1955,25
750,06 Feb 2024,SIDO,505,505,505,500,500,-5
872,06 Feb 2024,UNTR,22675,22700,22975,22700,22800,125
873,06 Feb 2024,UNVR,3200,3220,3270,3170,3250,50
4,07 Feb 2024,ACES,830,835,845,820,830,0
39,07 Feb 2024,AMRT,2600,2610,2650,2600,2630,30
62,07 Feb 2024,ASII,5250,5250,5325,5250,5325,75
366,07 Feb 2024,HRUM,1140,1140,1140,1090,1105,-35
399,07 Feb 2024,INKP,8000,8000,8150,7950,7950,-50
407,07 Feb 2024,INTP,8950,9050,9050,8800,8800,-150
519,07 Feb 2024,MAPI,1955,1960,2010,1955,1975,20
752,07 Feb 2024,SIDO,500,505,505,500,500,0
876,07 Feb 2024,UNTR,22800,22850,23100,22825,22900,100
877,07 Feb 2024,UNVR,3250,3250,3280,3240,3270,20
4,12 Feb 2024,ACES,830,830,830,810,815,-15
39,12 Feb 2024,AMRT,2630,2610,2640,2490,2580,-50
62,12 Feb 2024,ASII,5325,5300,5350,5225,5300,-25
366,12 Feb 2024,HRUM,1105,1105,1135,1075,1115,10
399,12 Feb 2024,INKP,7950,7975,8000,7800,7850,-100
407,12 Feb 2024,INTP,8800,8800,8975,8800,8900,100
520,12 Feb 2024,MAPI,1975,1980,1990,1955,1965,-10
755,12 Feb 2024,SIDO,500,500,510,498,505,5
879,12 Feb 2024,UNTR,22900,22900,23325,22900,23225,325
880,12 Feb 2024,UNVR,3270,3170,3170,2920,2920,-350
4,13 Feb 2024,ACES,815,815,825,810,820,5
39,13 Feb 2024,AMRT,2580,2570,2630,2510,2610,30
62,13 Feb 2024,ASII,5300,5300,5300,5150,5200,-100
366,13 Feb 2024,HRUM,1115,1130,1150,1110,1135,20
400,13 Feb 2024,INKP,7850,7950,8025,7850,7950,100
408,13 Feb 2024,INTP,8900,8900,8900,8725,8725,-175
521,13 Feb 2024,MAPI,1965,1965,1970,1930,1970,5
756,13 Feb 2024,SIDO,505,505,510,498,500,-5
880,13 Feb 2024,UNTR,23225,23225,23450,23050,23150,-75
881,13 Feb 2024,UNVR,2920,2920,2930,2800,2800,-120
4,15 Feb 2024,ACES,820,825,830,815,825,5
39,15 Feb 2024,AMRT,2610,2730,2740,2650,2700,90
62,15 Feb 2024,ASII,5200,5325,5325,5075,5125,-75
367,15 Feb 2024,HRUM,1135,1165,1220,1160,1190,55
401,15 Feb 2024,INKP,7950,8050,8150,7825,7875,-75
409,15 Feb 2024,INTP,8725,8800,9300,8800,9100,375
522,15 Feb 2024,MAPI,1970,1980,2050,1970,2000,30
757,15 Feb 2024,SIDO,500,505,525,500,520,20
881,15 Feb 2024,UNTR,23150,23325,23450,23125,23200,50
882,15 Feb 2024,UNVR,2800,2860,2940,2830,2930,130
4,16 Feb 2024,ACES,825,825,825,765,775,-50
39,16 Feb 2024,AMRT,2700,2730,2800,2710,2770,70
62,16 Feb 2024,ASII,5125,5125,5200,5100,5200,75
367,16 Feb 2024,HRUM,1190,1190,1190,1155,1175,-15
401,16 Feb 2024,INKP,7875,7900,8050,7875,7975,100
409,16 Feb 2024,INTP,9100,9100,9100,8825,8825,-275
522,16 Feb 2024,MAPI,2000,2000,2000,1930,1935,-65
757,16 Feb 2024,SIDO,520,520,560,520,560,40
881,16 Feb 2024,UNTR,23200,23250,23400,23100,23250,50
882,16 Feb 2024,UNVR,2930,2930,2940,2830,2830,-100
4,19 Feb 2024,ACES,775,775,795,760,760,-15
39,19 Feb 2024,AMRT,2770,2770,2780,2730,2750,-20
62,19 Feb 2024,ASII,5200,5200,5250,5075,5125,-75
367,19 Feb 2024,HRUM,1175,1175,1180,1145,1175,0
401,19 Feb 2024,INKP,7975,8000,8025,7850,7850,-125
409,19 Feb 2024,INTP,8825,8850,8900,8825,8825,0
522,19 Feb 2024,MAPI,1935,1935,1955,1850,1900,-35
757,19 Feb 2024,SIDO,560,560,575,540,570,10
881,19 Feb 2024,UNTR,23250,23250,23275,22900,22950,-300
882,19 Feb 2024,UNVR,2830,2830,2870,2800,2800,-30
4,20 Feb 2024,ACES,760,760,795,760,785,25
39,20 Feb 2024,AMRT,2750,2750,2790,2730,2790,40
62,20 Feb 2024,ASII,5125,5125,5250,5125,5200,75
367,20 Feb 2024,HRUM,1175,1175,1185,1160,1175,0
401,20 Feb 2024,INKP,7850,7900,7925,7700,7725,-125
409,20 Feb 2024,INTP,8825,8875,9100,8825,9050,225
522,20 Feb 2024,MAPI,1900,1900,1920,1875,1885,-15
757,20 Feb 2024,SIDO,570,600,610,575,580,10
881,20 Feb 2024,UNTR,22950,22975,23075,22750,22900,-50
882,20 Feb 2024,UNVR,2800,2800,2820,2760,2760,-40
4,21 Feb 2024,ACES,785,790,795,775,795,10
39,21 Feb 2024,AMRT,2790,2790,2810,2670,2770,-20
62,21 Feb 2024,ASII,5200,5200,5300,5175,5250,50
367,21 Feb 2024,HRUM,1175,1175,1205,1155,1155,-20
401,21 Feb 2024,INKP,7725,7775,7775,7700,7775,50
409,21 Feb 2024,INTP,9050,9050,9075,8900,9025,-25
522,21 Feb 2024,MAPI,1885,1895,1930,1885,1930,45
757,21 Feb 2024,SIDO,580,580,605,565,600,20
881,21 Feb 2024,UNTR,22900,22925,23175,22900,23025,125
882,21 Feb 2024,UNVR,2760,2760,2770,2650,2690,-70
4,22 Feb 2024,ACES,795,800,850,800,835,40
39,22 Feb 2024,AMRT,2770,2760,2760,2710,2750,-20
62,22 Feb 2024,ASII,5250,5275,5300,5275,5275,25
367,22 Feb 2024,HRUM,1155,1160,1215,1155,1210,55
401,22 Feb 2024,INKP,7775,7800,7925,7725,7900,125
409,22 Feb 2024,INTP,9025,9025,9100,8975,9075,50
522,22 Feb 2024,MAPI,1930,1950,1980,1935,1975,45
757,22 Feb 2024,SIDO,600,600,620,590,615,15
881,22 Feb 2024,UNTR,23025,23075,23150,23000,23125,100
882,22 Feb 2024,UNVR,2690,2690,2740,2690,2720,30
4,23 Feb 2024,ACES,835,835,845,830,840,5
39,23 Feb 2024,AMRT,2750,2750,2750,2660,2680,-70
62,23 Feb 2024,ASII,5275,5250,5275,5100,5125,-150
367,23 Feb 2024,HRUM,1210,1230,1235,1205,1225,15
401,23 Feb 2024,INKP,7900,7975,7975,7825,7925,25
409,23 Feb 2024,INTP,9075,9075,9075,8900,9050,-25
522,23 Feb 2024,MAPI,1975,1975,1975,1930,1955,-20
757,23 Feb 2024,SIDO,615,615,625,610,625,10
881,23 Feb 2024,UNTR,23125,23150,23150,22800,22800,-325
882,23 Feb 2024,UNVR,2720,2730,2740,2660,2690,-30
4,26 Feb 2024,ACES,840,840,860,840,850,10
39,26 Feb 2024,AMRT,2680,2700,2710,2650,2690,10
62,26 Feb 2024,ASII,5125,5150,5200,5075,5125,0
367,26 Feb 2024,HRUM,1225,1225,1230,1200,1220,-5
401,26 Feb 2024,INKP,7925,7950,7975,7825,7900,-25
409,26 Feb 2024,INTP,9050,9050,9200,8950,9125,75
522,26 Feb 2024,MAPI,1955,1950,1950,1910,1915,-40
757,26 Feb 2024,SIDO,625,625,625,605,620,-5
881,26 Feb 2024,UNTR,22800,22900,23100,22875,23000,200
882,26 Feb 2024,UNVR,2690,2690,2690,2590,2590,-100
4,27 Feb 2024,ACES,850,855,855,835,835,-15
39,27 Feb 2024,AMRT,2690,2650,2680,2630,2660,-30
62,27 Feb 2024,ASII,5125,5125,5175,5050,5175,50
367,27 Feb 2024,HRUM,1220,1235,1240,1190,1200,-20
401,27 Feb 2024,INKP,7900,7900,7925,7750,7800,-100
409,27 Feb 2024,INTP,9125,9150,9175,8975,9075,-50
522,27 Feb 2024,MAPI,1915,1925,1945,1890,1920,5
757,27 Feb 2024,SIDO,620,620,630,615,620,0
881,27 Feb 2024,UNTR,23000,23000,23850,22825,23850,850
882,27 Feb 2024,UNVR,2590,2590,2640,2570,2620,30
4,28 Feb 2024,ACES,835,845,845,830,830,-5
39,28 Feb 2024,AMRT,2660,2670,2710,2650,2700,40
62,28 Feb 2024,ASII,5175,5325,5425,5200,5225,50
367,28 Feb 2024,HRUM,1200,1220,1235,1205,1230,30
401,28 Feb 2024,INKP,7800,7825,8125,7750,8125,325
409,28 Feb 2024,INTP,9075,9075,9125,9025,9100,25
522,28 Feb 2024,MAPI,1920,1930,1940,1915,1935,15
757,28 Feb 2024,SIDO,620,620,620,610,615,-5
881,28 Feb 2024,UNTR,23850,24000,24350,23800,23850,0
882,28 Feb 2024,UNVR,2620,2620,2720,2610,2700,80
4,29 Feb 2024,ACES,830,830,845,820,835,5
39,29 Feb 2024,AMRT,2700,2710,2750,2700,2750,50
62,29 Feb 2024,ASII,5225,5250,5300,5200,5225,0
367,29 Feb 2024,HRUM,1230,1240,1265,1215,1250,20
401,29 Feb 2024,INKP,8125,8150,8850,8125,8725,600
409,29 Feb 2024,INTP,9100,9100,9125,8975,9075,-25
522,29 Feb 2024,MAPI,1935,1935,1935,1920,1920,-15
757,29 Feb 2024,SIDO,615,615,620,600,615,0
881,29 Feb 2024,UNTR,23850,23875,23950,23500,23525,-325
882,29 Feb 2024,UNVR,2700,2710,2730,2640,2730,30
4,01 Mar 2024,ACES,835,840,845,820,825,-10
39,01 Mar 2024,AMRT,2750,2750,2750,2700,2720,-30
62,01 Mar 2024,ASII,5225,5225,5275,5150,5225,0
367,01 Mar 2024,HRUM,1250,1255,1280,1235,1260,10
401,01 Mar 2024,INKP,8725,8725,9100,8525,8975,250
409,01 Mar 2024,INTP,9075,8975,9175,8950,9175,100
522,01 Mar 2024,MAPI,1920,1930,1975,1925,1970,50
757,01 Mar 2024,SIDO,615,615,615,595,610,-5
881,01 Mar 2024,UNTR,23525,23525,23775,23450,23725,200
882,01 Mar 2024,UNVR,2730,2710,2730,2660,2730,0
4,04 Mar 2024,ACES,825,830,830,810,820,-5
39,04 Mar 2024,AMRT,2720,2740,2770,2710,2750,30
62,04 Mar 2024,ASII,5225,5250,5275,5175,5200,-25
367,04 Mar 2024,HRUM,1260,1260,1270,1245,1260,0
401,04 Mar 2024,INKP,8975,8950,8950,8625,8725,-250
409,04 Mar 2024,INTP,9175,9125,9125,8975,8975,-200
522,04 Mar 2024,MAPI,1970,1975,2030,1965,1990,20
757,04 Mar 2024,SIDO,610,610,630,600,620,10
881,04 Mar 2024,UNTR,23725,23775,24175,23775,24000,275
882,04 Mar 2024,UNVR,2730,2730,2740,2660,2670,-60
4,05 Mar 2024,ACES,820,820,825,805,805,-15
39,05 Mar 2024,AMRT,2750,2750,2760,2720,2720,-30
62,05 Mar 2024,ASII,5200,5225,5225,5100,5100,-100
367,05 Mar 2024,HRUM,1260,1260,1285,1240,1240,-20
401,05 Mar 2024,INKP,8725,8725,8800,8450,8575,-150
409,05 Mar 2024,INTP,8975,9000,9000,8825,8925,-50
522,05 Mar 2024,MAPI,1990,1990,1990,1965,1970,-20
757,05 Mar 2024,SIDO,620,620,625,615,620,0
881,05 Mar 2024,UNTR,24000,24025,24375,24025,24125,125
882,05 Mar 2024,UNVR,2670,2670,2690,2640,2670,0
4,06 Mar 2024,ACES,805,810,820,800,800,-5
39,06 Mar 2024,AMRT,2720,2740,2770,2720,2750,30
62,06 Mar 2024,ASII,5100,5125,5200,5100,5175,75
367,06 Mar 2024,HRUM,1240,1240,1275,1210,1265,25
401,06 Mar 2024,INKP,8575,8575,8600,8250,8300,-275
409,06 Mar 2024,INTP,8925,8925,8925,8850,8900,-25
522,06 Mar 2024,MAPI,1970,1970,1980,1950,1975,5
757,06 Mar 2024,SIDO,620,620,620,600,610,-10
881,06 Mar 2024,UNTR,24125,24200,24400,24025,24325,200
882,06 Mar 2024,UNVR,2670,2680,2720,2670,2690,20
4,07 Mar 2024,ACES,800,805,830,805,820,20
39,07 Mar 2024,AMRT,2750,2730,2790,2730,2760,10
62,07 Mar 2024,ASII,5175,5175,5200,5100,5125,-50
367,07 Mar 2024,HRUM,1265,1265,1335,1245,1320,55
401,07 Mar 2024,INKP,8300,8300,8500,8250,8375,75
409,07 Mar 2024,INTP,8900,8850,8900,8750,8750,-150
522,07 Mar 2024,MAPI,1975,1955,1995,1955,1980,5
757,07 Mar 2024,SIDO,610,605,620,605,620,10
881,07 Mar 2024,UNTR,24325,24325,24400,24000,24000,-325
882,07 Mar 2024,UNVR,2690,2700,2730,2680,2730,40
4,08 Mar 2024,ACES,820,820,835,820,825,5
39,08 Mar 2024,AMRT,2760,2760,2810,2750,2790,30
62,08 Mar 2024,ASII,5125,5150,5175,5125,5150,25
367,08 Mar 2024,HRUM,1320,1325,1335,1275,1295,-25
401,08 Mar 2024,INKP,8375,8400,8450,8300,8325,-50
409,08 Mar 2024,INTP,8750,8750,8825,8700,8725,-25
522,08 Mar 2024,MAPI,1980,1980,1985,1860,1885,-95
757,08 Mar 2024,SIDO,620,615,625,610,625,5
881,08 Mar 2024,UNTR,24000,24025,24325,24025,24175,175
882,08 Mar 2024,UNVR,2730,2730,2740,2660,2660,-70
4,13 Mar 2024,ACES,825,830,850,830,835,10
39,13 Mar 2024,AMRT,2790,2810,2840,2790,2820,30
62,13 Mar 2024,ASII,5150,5150,5200,5125,5150,0
367,13 Mar 2024,HRUM,1295,1300,1375,1290,1360,65
401,13 Mar 2024,INKP,8325,8400,8625,8350,8500,175
