,date,stock_code,prev,open,high,low,close,change
402,13 Des 2023,INTP,9400,9375,9375,9175,9300,-100
513,13 Des 2023,MAPI,1615,1625,1655,1600,1620,5
744,13 Des 2023,SIDO,530,530,565,525,550,20
864,13 Des 2023,UNTR,21850,21700,21725,20925,20925,-925
865,13 Des 2023,UNVR,3430,3430,3460,3400,3450,20
4,14 Des 2023,ACES,680,685,700,680,680,0
37,14 Des 2023,AMRT,2880,2890,2910,2840,2900,20
60,14 Des 2023,ASII,5525,5600,5650,5575,5625,100
361,14 Des 2023,HRUM,1280,1295,1335,1285,1320,40
394,14 Des 2023,INKP,8000,8025,8050,7850,7850,-150
402,14 Des 2023,INTP,9300,9300,9375,9275,9300,0
513,14 Des 2023,MAPI,1620,1645,1725,1640,1720,100
744,14 Des 2023,SIDO,550,550,565,550,555,5
864,14 Des 2023,UNTR,20925,21075,21675,21000,21450,525
865,14 Des 2023,UNVR,3450,3450,3450,3400,3400,-50
4,15 Des 2023,ACES,680,685,690,675,685,5
37,15 Des 2023,AMRT,2900,2860,2880,2770,2800,-100
60,15 Des 2023,ASII,5625,5625,5700,5600,5650,25
361,15 Des 2023,HRUM,1320,1335,1355,1320,1330,10
394,15 Des 2023,INKP,7850,7850,8075,7850,7975,125
402,15 Des 2023,INTP,9300,9300,9425,9275,9300,0
513,15 Des 2023,MAPI,1720,1710,1720,1655,1675,-45
744,15 Des 2023,SIDO,555,560,560,540,545,-10
864,15 Des 2023,UNTR,21450,21500,21950,21275,21275,-175
865,15 Des 2023,UNVR,3400,3400,3500,3330,3500,100
4,18 Des 2023,ACES,685,695,740,690,715,30
37,18 Des 2023,AMRT,2800,2750,2750,2530,2730,-70
60,18 Des 2023,ASII,5650,5650,5650,5550,5600,-50
361,18 Des 2023,HRUM,1330,1340,1360,1300,1305,-25
394,18 Des 2023,INKP,7975,7975,8150,7975,8025,50
402,18 Des 2023,INTP,9300,9250,9350,9250,9300,0
513,18 Des 2023,MAPI,1675,1680,1685,1645,1675,0
744,18 Des 2023,SIDO,545,550,550,540,545,0
864,18 Des 2023,UNTR,21275,21425,21850,21375,21800,525
865,18 Des 2023,UNVR,3500,3480,3480,3380,3410,-90
4,19 Des 2023,ACES,715,720,750,705,740,25
37,19 Des 2023,AMRT,2730,2730,2820,2700,2820,90
60,19 Des 2023,ASII,5600,5625,5650,5600,5625,25
361,19 Des 2023,HRUM,1305,1305,1315,1290,1305,0
394,19 Des 2023,INKP,8025,8100,8100,7900,7925,-100
402,19 Des 2023,INTP,9300,9300,9375,9200,9200,-100
513,19 Des 2023,MAPI,1675,1675,1710,1665,1700,25
744,19 Des 2023,SIDO,545,545,560,545,555,10
864,19 Des 2023,UNTR,21800,21750,21825,21450,21825,25
865,19 Des 2023,UNVR,3410,3410,3440,3380,3430,20
4,20 Des 2023,ACES,740,740,750,720,720,-20
37,20 Des 2023,AMRT,2820,2820,2830,2800,2820,0
60,20 Des 2023,ASII,5625,5650,5700,5625,5625,0
361,20 Des 2023,HRUM,1305,1315,1340,1305,1315,10
394,20 Des 2023,INKP,7925,7925,8575,7925,8400,475
402,20 Des 2023,INTP,9200,9250,9325,9150,9150,-50
513,20 Des 2023,MAPI,1700,1720,1740,1695,1715,15
744,20 Des 2023,SIDO,555,555,560,540,545,-10
864,20 Des 2023,UNTR,21825,21875,22250,21800,21800,-25
865,20 Des 2023,UNVR,3430,3430,3520,3420,3460,30
4,21 Des 2023,ACES,720,725,730,715,725,5
37,21 Des 2023,AMRT,2820,2820,2880,2820,2880,60
60,21 Des 2023,ASII,5625,5600,5600,5475,5550,-75
361,21 Des 2023,HRUM,1315,1305,1325,1290,1310,-5
394,21 Des 2023,INKP,8400,8400,8450,8275,8325,-75
402,21 Des 2023,INTP,9150,9175,9250,9125,9150,0
513,21 Des 2023,MAPI,1715,1715,1720,1690,1715,0
744,21 Des 2023,SIDO,545,545,550,530,535,-10
864,21 Des 2023,UNTR,21800,21800,22075,21775,22000,200
865,21 Des 2023,UNVR,3460,3470,3480,3440,3470,10
4,22 Des 2023,ACES,725,730,735,715,720,-5
37,22 Des 2023,AMRT,2880,2870,2880,2820,2870,-10
60,22 Des 2023,ASII,5550,5550,5600,5500,5550,0
361,22 Des 2023,HRUM,1310,1310,1320,1295,1305,-5
394,22 Des 2023,INKP,8325,8325,8475,8300,8350,25
402,22 Des 2023,INTP,9150,9200,9325,9175,9275,125
513,22 Des 2023,MAPI,1715,1720,1785,1720,1765,50
744,22 Des 2023,SIDO,535,535,545,535,540,5
864,22 Des 2023,UNTR,22000,22050,22150,21850,22025,25
865,22 Des 2023,UNVR,3470,3470,3490,3440,3470,0
4,27 Des 2023,ACES,720,720,740,715,725,5
37,27 Des 2023,AMRT,2870,2870,2900,2850,2870,0
60,27 Des 2023,ASII,5550,5550,5575,5500,5550,0
361,27 Des 2023,HRUM,1305,1305,1360,1295,1350,45
394,27 Des 2023,INKP,8350,8350,8400,8225,8250,-100
402,27 Des 2023,INTP,9275,9300,9375,9225,9275,0
513,27 Des 2023,MAPI,1765,1765,1780,1740,1750,-15
744,27 Des 2023,SIDO,540,540,545,525,525,-15
864,27 Des 2023,UNTR,22025,22025,22625,21975,22425,400
865,27 Des 2023,UNVR,3470,3470,3520,3450,3470,0
4,28 Des 2023,ACES,725,730,735,705,715,-10
37,28 Des 2023,AMRT,2870,2890,2930,2870,2910,40
60,28 Des 2023,ASII,5550,5575,5600,5550,5600,50
361,28 Des 2023,HRUM,1350,1370,1380,1335,1345,-5
394,28 Des 2023,INKP,8250,8300,8450,8275,8375,125
402,28 Des 2023,INTP,9275,9325,9475,9300,9400,125
513,28 Des 2023,MAPI,1750,1750,1775,1745,1765,15
744,28 Des 2023,SIDO,525,530,535,525,530,5
864,28 Des 2023,UNTR,22425,22525,22775,22450,22700,275
865,28 Des 2023,UNVR,3470,3500,3570,3500,3540,70
4,29 Des 2023,ACES,715,715,720,705,720,5
37,29 Des 2023,AMRT,2910,2910,2950,2870,2930,20
60,29 Des 2023,ASII,5600,5600,5675,5575,5650,50
361,29 Des 2023,HRUM,1345,1345,1350,1325,1335,-10
394,29 Des 2023,INKP,8375,8375,8425,8300,8325,-50
402,29 Des 2023,INTP,9400,9425,9450,9325,9400,0
513,29 Des 2023,MAPI,1765,1765,1830,1765,1790,25
744,29 Des 2023,SIDO,530,530,530,520,525,-5
864,29 Des 2023,UNTR,22700,22700,22750,22500,22625,-75
865,29 Des 2023,UNVR,3540,3540,3550,3500,3530,-10
4,03 Jan 2022,ACES,1280,1285,1385,1285,1380,100
33,03 Jan 2022,AMRT,1215,0,1245,1200,1230,15
54,03 Jan 2022,ASII,5700,5675,5750,5625,5725,25
310,03 Jan 2022,HRUM,10325,0,10650,9900,10500,175
339,03 Jan 2022,INKP,7825,7825,8250,7825,8100,275
347,03 Jan 2022,INTP,12100,12000,12050,11650,11700,-400
440,03 Jan 2022,MAPI,710,0,730,700,700,-10
630,03 Jan 2022,SIDO,865,0,875,865,870,5
736,03 Jan 2022,UNTR,22150,21900,22125,21750,21825,-325
737,03 Jan 2022,UNVR,4110,4120,4340,4120,4230,120
4,04 Jan 2022,ACES,1380,1380,1380,1345,1365,-15
33,04 Jan 2022,AMRT,1230,0,1245,1185,1195,-35
54,04 Jan 2022,ASII,5725,5750,5875,5725,5775,50
310,04 Jan 2022,HRUM,10500,0,10700,10275,10500,0
339,04 Jan 2022,INKP,8100,8125,8250,8050,8075,-25
347,04 Jan 2022,INTP,11700,11700,11850,11450,11475,-225
440,04 Jan 2022,MAPI,700,0,785,700,775,75
630,04 Jan 2022,SIDO,870,0,910,865,900,30
736,04 Jan 2022,UNTR,21825,21850,22125,21800,21925,100
737,04 Jan 2022,UNVR,4230,4250,4310,4230,4250,20
4,05 Jan 2022,ACES,1365,1365,1395,1350,1385,20
33,05 Jan 2022,AMRT,1195,0,1210,1180,1200,5
54,05 Jan 2022,ASII,5775,5725,5775,5550,5575,-200
310,05 Jan 2022,HRUM,10500,0,10975,10275,10300,-200
339,05 Jan 2022,INKP,8075,8100,8400,8100,8125,50
347,05 Jan 2022,INTP,11475,11475,11575,11275,11300,-175
440,05 Jan 2022,MAPI,775,0,785,750,780,5
630,05 Jan 2022,SIDO,900,0,915,900,910,10
736,05 Jan 2022,UNTR,21925,21925,22450,21725,21950,25
737,05 Jan 2022,UNVR,4250,4260,4270,4180,4210,-40
4,06 Jan 2022,ACES,1385,1380,1385,1335,1360,-25
33,06 Jan 2022,AMRT,1200,0,1200,1135,1155,-45
54,06 Jan 2022,ASII,5575,5600,5675,5575,5675,100
310,06 Jan 2022,HRUM,10300,0,10425,9600,10000,-300
339,06 Jan 2022,INKP,8125,8100,8350,7925,8300,175
347,06 Jan 2022,INTP,11300,11275,11300,10975,11150,-150
440,06 Jan 2022,MAPI,780,0,785,740,765,-15
630,06 Jan 2022,SIDO,910,0,930,910,925,15
736,06 Jan 2022,UNTR,21950,21850,21950,21450,21725,-225
737,06 Jan 2022,UNVR,4210,4210,4240,4180,4230,20
4,07 Jan 2022,ACES,1360,1370,1390,1350,1380,20
33,07 Jan 2022,AMRT,1155,0,1170,1145,1155,0
54,07 Jan 2022,ASII,5675,5725,5750,5650,5700,25
310,07 Jan 2022,HRUM,10000,0,10700,10025,10625,625
339,07 Jan 2022,INKP,8300,8350,8550,8200,8500,200
347,07 Jan 2022,INTP,11150,11150,11200,10950,10950,-200
440,07 Jan 2022,MAPI,765,0,775,750,765,0
630,07 Jan 2022,SIDO,925,0,970,925,950,25
736,07 Jan 2022,UNTR,21725,21900,22375,21750,22175,450
737,07 Jan 2022,UNVR,4230,4230,4240,4200,4220,-10
4,10 Jan 2022,ACES,1380,1380,1390,1365,1385,5
33,10 Jan 2022,AMRT,1155,0,1165,1130,1130,-25
54,10 Jan 2022,ASII,5700,5675,5725,5650,5650,-50
310,10 Jan 2022,HRUM,10625,0,10875,10400,10750,125
339,10 Jan 2022,INKP,8500,8575,8600,8400,8500,0
347,10 Jan 2022,INTP,10950,10950,11100,10925,10925,-25
440,10 Jan 2022,MAPI,765,0,770,750,760,-5
631,10 Jan 2022,SIDO,950,0,975,945,970,20
737,10 Jan 2022,UNTR,22175,22300,22300,21800,21800,-375
738,10 Jan 2022,UNVR,4220,4220,4290,4200,4250,30
4,11 Jan 2022,ACES,1385,1385,1390,1315,1315,-70
33,11 Jan 2022,AMRT,1130,0,1140,1075,1095,-35
54,11 Jan 2022,ASII,5650,5700,5700,5650,5700,50
310,11 Jan 2022,HRUM,10750,0,11500,10675,10900,150
339,11 Jan 2022,INKP,8500,8500,8500,8250,8275,-225
347,11 Jan 2022,INTP,10925,10950,11050,10825,10925,0
440,11 Jan 2022,MAPI,760,0,775,745,755,-5
631,11 Jan 2022,SIDO,970,0,985,940,955,-15
737,11 Jan 2022,UNTR,21800,22050,22175,21750,21750,-50
738,11 Jan 2022,UNVR,4250,4260,4270,4150,4180,-70
4,12 Jan 2022,ACES,1315,1330,1360,1300,1325,10
33,12 Jan 2022,AMRT,1095,0,1105,1090,1095,0
54,12 Jan 2022,ASII,5700,5725,5725,5650,5725,25
310,12 Jan 2022,HRUM,10900,0,11675,11000,11600,700
339,12 Jan 2022,INKP,8275,8375,8475,8275,8425,150
347,12 Jan 2022,INTP,10925,10950,11050,10850,11000,75
440,12 Jan 2022,MAPI,755,0,765,740,745,-10
631,12 Jan 2022,SIDO,955,0,960,940,950,-5
737,12 Jan 2022,UNTR,21750,22000,22275,21750,22100,350
738,12 Jan 2022,UNVR,4180,4200,4340,4180,4330,150
4,13 Jan 2022,ACES,1325,1325,1370,1325,1355,30
33,13 Jan 2022,AMRT,1095,0,1105,1090,1095,0
54,13 Jan 2022,ASII,5725,5725,5775,5675,5775,50
310,13 Jan 2022,HRUM,11600,0,11850,10850,10900,-700
339,13 Jan 2022,INKP,8425,8475,8525,8325,8475,50
347,13 Jan 2022,INTP,11000,11000,11100,10975,11075,75
440,13 Jan 2022,MAPI,745,0,750,740,745,0
631,13 Jan 2022,SIDO,950,0,960,935,935,-15
737,13 Jan 2022,UNTR,22100,22075,22675,21925,22675,575
738,13 Jan 2022,UNVR,4330,4330,4340,4240,4270,-60
4,14 Jan 2022,ACES,1355,1355,1370,1345,1370,15
33,14 Jan 2022,AMRT,1095,0,1100,1085,1090,-5
54,14 Jan 2022,ASII,5775,5775,5800,5700,5725,-50
310,14 Jan 2022,HRUM,10900,0,11075,10725,11000,100
339,14 Jan 2022,INKP,8475,8475,8500,8325,8425,-50
347,14 Jan 2022,INTP,11075,11075,11075,10975,11075,0
440,14 Jan 2022,MAPI,745,0,790,735,790,45
631,14 Jan 2022,SIDO,935,0,960,935,935,0
737,14 Jan 2022,UNTR,22675,22575,23550,22475,23525,850
738,14 Jan 2022,UNVR,4270,4280,4280,4210,4220,-50
4,17 Jan 2022,ACES,1370,1370,1375,1345,1350,-20
33,17 Jan 2022,AMRT,1090,0,1110,1085,1095,5
54,17 Jan 2022,ASII,5725,5775,5775,5650,5675,-50
310,17 Jan 2022,HRUM,11000,0,11325,10650,10900,-100
339,17 Jan 2022,INKP,8425,8450,8475,8250,8325,-100
347,17 Jan 2022,INTP,11075,11075,11075,10825,10875,-200
440,17 Jan 2022,MAPI,790,0,800,760,765,-25
631,17 Jan 2022,SIDO,935,0,950,935,945,10
737,17 Jan 2022,UNTR,23525,23550,23900,23425,23500,-25
738,17 Jan 2022,UNVR,4220,4240,4240,4140,4150,-70
4,18 Jan 2022,ACES,1350,1350,1370,1335,1345,-5
33,18 Jan 2022,AMRT,1095,0,1105,1085,1095,0
54,18 Jan 2022,ASII,5675,5675,5725,5575,5650,-25
310,18 Jan 2022,HRUM,10900,0,11100,10250,10500,-400
339,18 Jan 2022,INKP,8325,8325,8350,7850,7975,-350
347,18 Jan 2022,INTP,10875,10875,11000,10700,10875,0
440,18 Jan 2022,MAPI,765,0,780,750,765,0
631,18 Jan 2022,SIDO,945,0,955,935,950,5
737,18 Jan 2022,UNTR,23500,23500,23700,23050,23650,150
738,18 Jan 2022,UNVR,4150,4160,4230,4070,4110,-40
4,19 Jan 2022,ACES,1345,1345,1350,1310,1340,-5
33,19 Jan 2022,AMRT,1095,0,1120,1095,1120,25
54,19 Jan 2022,ASII,5650,5650,5675,5575,5600,-50
310,19 Jan 2022,HRUM,10500,0,11050,10400,10875,375
339,19 Jan 2022,INKP,7975,7950,7950,7475,7500,-475
347,19 Jan 2022,INTP,10875,10875,11000,10650,10675,-200
440,19 Jan 2022,MAPI,765,0,775,725,750,-15
631,19 Jan 2022,SIDO,950,0,965,945,950,0
737,19 Jan 2022,UNTR,23650,23650,23700,23250,23250,-400
738,19 Jan 2022,UNVR,4110,4110,4110,4080,4100,-10
4,20 Jan 2022,ACES,1340,1340,1340,1300,1300,-40
33,20 Jan 2022,AMRT,1120,0,1130,1090,1100,-20
54,20 Jan 2022,ASII,5600,5600,5625,5500,5525,-75
310,20 Jan 2022,HRUM,10875,0,11200,10900,11125,250
339,20 Jan 2022,INKP,7500,7550,7650,7500,7575,75
347,20 Jan 2022,INTP,10675,10675,10900,10600,10750,75
440,20 Jan 2022,MAPI,750,0,760,745,750,0
631,20 Jan 2022,SIDO,950,0,955,940,940,-10
737,20 Jan 2022,UNTR,23250,23100,23475,22675,22850,-400
738,20 Jan 2022,UNVR,4100,4100,4120,4070,4100,0
4,21 Jan 2022,ACES,1300,1290,1300,1270,1275,-25
33,21 Jan 2022,AMRT,1100,0,1110,1085,1095,-5
54,21 Jan 2022,ASII,5525,5525,5625,5500,5600,75
310,21 Jan 2022,HRUM,11125,0,11200,10875,10975,-150
339,21 Jan 2022,INKP,7575,7575,7900,7400,7900,325
347,21 Jan 2022,INTP,10750,10625,10850,10625,10775,25
440,21 Jan 2022,MAPI,750,0,765,735,750,0
631,21 Jan 2022,SIDO,940,0,945,935,935,-5
737,21 Jan 2022,UNTR,22850,22850,23500,22725,23500,650
738,21 Jan 2022,UNVR,4100,4090,4150,4080,4150,50
4,24 Jan 2022,ACES,1275,1280,1295,1270,1270,-5
33,24 Jan 2022,AMRT,1095,0,1105,1035,1055,-40
54,24 Jan 2022,ASII,5600,5600,5625,5525,5525,-75
310,24 Jan 2022,HRUM,10975,0,11100,10475,10700,-275
339,24 Jan 2022,INKP,7900,7875,7875,7675,7700,-200
347,24 Jan 2022,INTP,10775,10750,11125,10750,11125,350
440,24 Jan 2022,MAPI,750,0,755,725,750,0
631,24 Jan 2022,SIDO,935,0,945,930,935,0
737,24 Jan 2022,UNTR,23500,23650,23650,23225,23400,-100
738,24 Jan 2022,UNVR,4150,4130,4140,4080,4080,-70
4,25 Jan 2022,ACES,1270,1270,1285,1250,1250,-20
33,25 Jan 2022,AMRT,1055,0,1075,1020,1020,-35
54,25 Jan 2022,ASII,5525,5500,5500,5375,5450,-75
311,25 Jan 2022,HRUM,10700,0,10725,10075,10250,-450
340,25 Jan 2022,INKP,7700,7650,7725,7500,7650,-50
348,25 Jan 2022,INTP,11125,11000,11025,10800,10950,-175
441,25 Jan 2022,MAPI,750,0,760,725,735,-15
632,25 Jan 2022,SIDO,935,0,940,925,940,5
738,25 Jan 2022,UNTR,23400,23400,23450,23000,23150,-250
739,25 Jan 2022,UNVR,4080,4100,4110,4010,4060,-20
4,26 Jan 2022,ACES,1250,1250,1255,1190,1200,-50
33,26 Jan 2022,AMRT,1020,0,1185,1050,1155,135
54,26 Jan 2022,ASII,5450,5500,5500,5425,5450,0
311,26 Jan 2022,HRUM,10250,0,10800,10125,10675,425
340,26 Jan 2022,INKP,7650,7700,7725,7550,7625,-25
348,26 Jan 2022,INTP,10950,10950,11050,10850,11050,100
441,26 Jan 2022,MAPI,735,0,755,735,755,20
633,26 Jan 2022,SIDO,940,0,950,930,940,0
739,26 Jan 2022,UNTR,23150,23175,23425,22750,22775,-375
740,26 Jan 2022,UNVR,4060,4060,4130,4050,4130,70
4,27 Jan 2022,ACES,1200,1210,1255,1200,1255,55
33,27 Jan 2022,AMRT,1155,0,1230,1115,1215,60
54,27 Jan 2022,ASII,5450,5425,5525,5400,5475,25
311,27 Jan 2022,HRUM,10675,0,11075,10600,10925,250
340,27 Jan 2022,INKP,7625,7650,7650,7475,7525,-100
348,27 Jan 2022,INTP,11050,11050,11050,10850,10900,-150
441,27 Jan 2022,MAPI,755,0,755,730,735,-20
633,27 Jan 2022,SIDO,940,0,945,920,925,-15
739,27 Jan 2022,UNTR,22775,22725,23275,22525,23250,475
740,27 Jan 2022,UNVR,4130,4120,4120,4050,4060,-70
4,28 Jan 2022,ACES,1255,1260,1270,1245,1260,5
33,28 Jan 2022,AMRT,1215,0,1240,1150,1205,-10
54,28 Jan 2022,ASII,5475,5475,5525,5450,5475,0
312,28 Jan 2022,HRUM,10925,0,11200,10625,10925,0
341,28 Jan 2022,INKP,7525,7575,7600,7500,7500,-25
349,28 Jan 2022,INTP,10900,10825,11025,10750,10950,50
442,28 Jan 2022,MAPI,735,0,750,730,750,15
634,28 Jan 2022,SIDO,925,0,940,915,925,0
740,28 Jan 2022,UNTR,23250,23250,23350,23100,23250,0
741,28 Jan 2022,UNVR,4060,4060,4090,4030,4050,-10
4,31 Jan 2022,ACES,1260,1260,1265,1220,1235,-25
33,31 Jan 2022,AMRT,1205,0,1210,1160,1165,-40
54,31 Jan 2022,ASII,5475,5475,5550,5450,5475,0
312,31 Jan 2022,HRUM,10925,0,11175,10475,10625,-300
341,31 Jan 2022,INKP,7500,7575,7725,7525,7600,100
349,31 Jan 2022,INTP,10950,10975,11025,10800,10950,0
442,31 Jan 2022,MAPI,750,0,805,725,780,30
634,31 Jan 2022,SIDO,925,0,940,925,930,5
740,31 Jan 2022,UNTR,23250,23475,23500,23125,23125,-125
741,31 Jan 2022,UNVR,4050,4060,4080,4000,4030,-20
4,02 Feb 2022,ACES,1235,0,1290,1235,1270,35
33,02 Feb 2022,AMRT,1165,1160,1270,1155,1265,100
54,02 Feb 2022,ASII,5475,5500,5525,5425,5500,25
312,02 Feb 2022,HRUM,10625,10650,10850,10500,10650,25
341,02 Feb 2022,INKP,7600,7600,7825,7600,7700,100
349,02 Feb 2022,INTP,10950,10950,11100,10925,11000,50
442,02 Feb 2022,MAPI,780,0,810,765,805,25
634,02 Feb 2022,SIDO,930,0,940,930,940,10
740,02 Feb 2022,UNTR,23125,23075,23075,22650,22925,-200
741,02 Feb 2022,UNVR,4030,4030,4060,4010,4050,20
4,03 Feb 2022,ACES,1270,0,1275,1255,1255,-15
33,03 Feb 2022,AMRT,1265,1265,1270,1215,1250,-15
54,03 Feb 2022,ASII,5500,5500,5550,5450,5500,0
312,03 Feb 2022,HRUM,10650,10650,10675,10275,10400,-250
341,03 Feb 2022,INKP,7700,7700,7725,7525,7525,-175
349,03 Feb 2022,INTP,11000,11000,11025,10725,10900,-100
442,03 Feb 2022,MAPI,805,0,820,770,790,-15
634,03 Feb 2022,SIDO,940,0,940,930,935,-5
740,03 Feb 2022,UNTR,22925,22725,22925,22250,22825,-100
741,03 Feb 2022,UNVR,4050,4050,4050,4000,4010,-40
4,04 Feb 2022,ACES,1255,0,1300,1260,1285,30
33,04 Feb 2022,AMRT,1250,1250,1280,1215,1230,-20
54,04 Feb 2022,ASII,5500,5525,5525,5475,5500,0
312,04 Feb 2022,HRUM,10400,10400,10550,10375,10450,50
341,04 Feb 2022,INKP,7525,7525,7675,7475,7525,0
349,04 Feb 2022,INTP,10900,10900,11200,10825,10875,-25
442,04 Feb 2022,MAPI,790,0,785,755,760,-30
634,04 Feb 2022,SIDO,935,0,940,920,920,-15
740,04 Feb 2022,UNTR,22825,22825,22825,22375,22500,-325
741,04 Feb 2022,UNVR,4010,4020,4040,3990,4020,10
4,07 Feb 2022,ACES,1285,0,1305,1270,1275,-10
33,07 Feb 2022,AMRT,1230,1240,1265,1230,1245,15
54,07 Feb 2022,ASII,5500,5500,5525,5450,5475,-25
312,07 Feb 2022,HRUM,10450,10500,10625,10125,10150,-300
341,07 Feb 2022,INKP,7525,7525,7850,7500,7800,275
349,07 Feb 2022,INTP,10875,10900,11175,10850,11175,300
442,07 Feb 2022,MAPI,760,0,760,735,740,-20
634,07 Feb 2022,SIDO,920,0,940,920,925,5
740,07 Feb 2022,UNTR,22500,22550,22950,22425,22600,100
741,07 Feb 2022,UNVR,4020,4020,4050,4000,4000,-20
4,08 Feb 2022,ACES,1275,0,1285,1245,1245,-30
33,08 Feb 2022,AMRT,1245,1250,1275,1215,1225,-20
54,08 Feb 2022,ASII,5475,5525,5700,5500,5550,75
313,08 Feb 2022,HRUM,10150,10250,10525,10000,10475,325
342,08 Feb 2022,INKP,7800,7800,7875,7600,7600,-200
350,08 Feb 2022,INTP,11175,11175,11225,10825,10850,-325
443,08 Feb 2022,MAPI,740,0,755,730,740,0
635,08 Feb 2022,SIDO,925,0,1000,915,925,0
741,08 Feb 2022,UNTR,22600,22700,23225,22100,22175,-425
742,08 Feb 2022,UNVR,4000,4000,4080,4000,4000,0
4,09 Feb 2022,ACES,1245,0,1250,1215,1220,-25
33,09 Feb 2022,AMRT,1225,1240,1295,1230,1270,45
54,09 Feb 2022,ASII,5550,5550,5650,5475,5550,0
313,09 Feb 2022,HRUM,10475,10475,10550,10175,10225,-250
342,09 Feb 2022,INKP,7600,7200,7575,7175,7550,-50
350,09 Feb 2022,INTP,10850,11000,11000,10800,10875,25
443,09 Feb 2022,MAPI,740,0,790,740,785,45
636,09 Feb 2022,SIDO,925,0,940,925,935,10
742,09 Feb 2022,UNTR,22175,22425,22950,22400,22675,500
743,09 Feb 2022,UNVR,4000,4000,4020,3960,3960,-40
4,10 Feb 2022,ACES,1220,0,1240,1210,1230,10
33,10 Feb 2022,AMRT,1270,1275,1320,1270,1275,5
54,10 Feb 2022,ASII,5550,5575,5625,5450,5450,-100
313,10 Feb 2022,HRUM,10225,10325,10400,9750,10025,-200
342,10 Feb 2022,INKP,7550,7550,7700,7550,7600,50
350,10 Feb 2022,INTP,10875,10875,11100,10850,10850,-25
443,10 Feb 2022,MAPI,785,0,820,775,795,10
636,10 Feb 2022,SIDO,935,0,950,925,935,0
742,10 Feb 2022,UNTR,22675,22700,23200,22650,22800,125
743,10 Feb 2022,UNVR,3960,3960,4040,3960,3980,20
4,11 Feb 2022,ACES,1230,0,1240,1220,1220,-10
33,11 Feb 2022,AMRT,1275,1275,1290,1230,1235,-40
54,11 Feb 2022,ASII,5450,5450,5475,5400,5450,0
313,11 Feb 2022,HRUM,10025,10025,10050,9850,9950,-75
342,11 Feb 2022,INKP,7600,7600,7700,7500,7700,100
350,11 Feb 2022,INTP,10850,10850,10950,10750,10925,75
443,11 Feb 2022,MAPI,795,0,805,780,785,-10
636,11 Feb 2022,SIDO,935,0,945,930,945,10
742,11 Feb 2022,UNTR,22800,22775,23050,22600,23050,250
743,11 Feb 2022,UNVR,3980,3950,3960,3880,3900,-80
4,14 Feb 2022,ACES,1220,0,1230,1210,1210,-10
33,14 Feb 2022,AMRT,1235,1235,1240,1195,1225,-10
54,14 Feb 2022,ASII,5450,5400,5425,5250,5300,-150
313,14 Feb 2022,HRUM,9950,9900,10250,9750,10175,225
342,14 Feb 2022,INKP,7700,7675,7675,7500,7575,-125
350,14 Feb 2022,INTP,10925,10875,10900,10650,10775,-150
443,14 Feb 2022,MAPI,785,0,795,740,750,-35
636,14 Feb 2022,SIDO,945,0,960,930,955,10
742,14 Feb 2022,UNTR,23050,23050,23625,23000,23450,400
743,14 Feb 2022,UNVR,3900,3900,3910,3850,3850,-50
4,15 Feb 2022,ACES,1210,0,1255,1215,1245,35
33,15 Feb 2022,AMRT,1225,1220,1260,1210,1215,-10
54,15 Feb 2022,ASII,5300,5300,5525,5300,5500,200
313,15 Feb 2022,HRUM,10175,10250,10575,10225,10500,325
342,15 Feb 2022,INKP,7575,7575,7625,7525,7600,25
350,15 Feb 2022,INTP,10775,10775,10900,10750,10875,100
443,15 Feb 2022,MAPI,750,0,785,725,780,30
636,15 Feb 2022,SIDO,955,0,960,940,945,-10
742,15 Feb 2022,UNTR,23450,23500,24200,23500,24175,725
743,15 Feb 2022,UNVR,3850,3860,3880,3850,3870,20
4,16 Feb 2022,ACES,1245,0,1255,1235,1245,0
33,16 Feb 2022,AMRT,1215,1225,1230,1185,1190,-25
54,16 Feb 2022,ASII,5500,5550,5600,5475,5475,-25
313,16 Feb 2022,HRUM,10500,10700,10850,10625,10700,200
342,16 Feb 2022,INKP,7600,7650,7800,7625,7750,150
350,16 Feb 2022,INTP,10875,10825,11050,10825,10975,100
443,16 Feb 2022,MAPI,780,0,825,780,805,25
636,16 Feb 2022,SIDO,945,0,955,945,945,0
742,16 Feb 2022,UNTR,24175,24175,24225,23800,23800,-375
743,16 Feb 2022,UNVR,3870,3880,3920,3870,3870,0
4,17 Feb 2022,ACES,1245,0,1255,1215,1225,-20
33,17 Feb 2022,AMRT,1190,1190,1210,1155,1165,-25
54,17 Feb 2022,ASII,5475,5500,5525,5425,5475,0
313,17 Feb 2022,HRUM,10700,10850,10850,10225,10600,-100
342,17 Feb 2022,INKP,7750,7800,7825,7625,7650,-100
350,17 Feb 2022,INTP,10975,10975,11200,10925,11125,150
443,17 Feb 2022,MAPI,805,0,820,790,800,-5
636,17 Feb 2022,SIDO,945,0,960,945,955,10
742,17 Feb 2022,UNTR,23800,23850,24025,23500,23725,-75
743,17 Feb 2022,UNVR,3870,3880,3910,3820,3830,-40
4,18 Feb 2022,ACES,1225,0,1260,1215,1245,20
33,18 Feb 2022,AMRT,1165,1160,1215,1155,1200,35
54,18 Feb 2022,ASII,5475,5450,5625,5425,5600,125
313,18 Feb 2022,HRUM,10600,10600,10750,10475,10650,50
342,18 Feb 2022,INKP,7650,7600,8025,7600,7925,275
350,18 Feb 2022,INTP,11125,11100,11150,10925,10925,-200
